group	y
1	-2.09851640016451
1	-1.93189555365127
1	-1.67605197893984
1	-1.55957109789405
1	-1.50076035467463
1	-1.4044199438289
1	-1.34833119004437
1	-1.23668791849331
1	-1.21052856570154
1	-0.984554893737541
1	-0.983307557611062
1	-0.977247661344119
1	-0.931771803289107
1	-0.839778915527164
1	-0.817900364802769
1	-0.707457440006258
1	-0.678231063737989
1	-0.569497990768114
1	-0.5690875121866
1	-0.53122843123103
1	-0.486322920752822
1	-0.467705618330812
1	-0.418607092832335
1	-0.318352827853891
1	-0.279324207858902
1	-0.25964866605676
1	-0.254106393508011
1	-0.243064448539363
1	-0.21963759163322
1	-0.202832504245977
1	-0.185346331084667
1	-0.171497956746292
1	-0.137501971038181
1	-0.13161704140846
1	-0.122240218296576
1	-0.0615149399791465
1	-0.0506101702835437
1	-0.0435072647005839
1	-0.037549371842548
1	-0.0205130989546023
1	-0.00798682964789259
1	0.0293166527942015
1	0.0345386838965327
1	0.058111230113913
1	0.0660477825630555
1	0.0799210865490335
1	0.0812840129938752
1	0.0860355032767252
1	0.129347296958262
1	0.189627819830131
1	0.192205150896545
1	0.214527592060943
1	0.286299645402692
1	0.323917065090484
1	0.334067935887184
1	0.364589913995779
1	0.380950411454549
1	0.384897246784297
1	0.420371593973559
1	0.427593109239094
1	0.438251047306971
1	0.482220117734896
1	0.491286818033161
1	0.526697831887448
1	0.533329177764387
1	0.536291040049325
1	0.571123448655483
1	0.638887430163066
1	0.644149101349918
1	0.701641308893363
1	0.718756763904366
1	0.720749157209312
1	0.821065383166085
1	0.826093654084712
1	0.837510875177963
1	0.914048945514681
1	1.10220575073214
1	1.17068918509962
1	1.18620809384561
1	1.20261958279329
1	1.22664817466431
1	1.28924648234277
1	1.33852842346176
1	1.41483572450998
1	1.45189294457212
1	1.47136701247198
1	1.48371520427311
1	1.54284685008907
1	1.54803111335561
1	1.55476199852898
1	1.63766532994621
1	1.69255229998577
1	1.69640227133044
1	1.70068829575232
1	1.78495624201476
1	1.86899345256532
1	1.93431433615124
1	2.33547908658196
1	2.38151529195951
1	3.58465949292999
