group	y
1	0.0799928862372306
1	0.17119772073653
1	0.150313781129673
1	0.101124869640395
1	0.0134671370830688
1	-0.0394524022370897
1	0.0607855232996797
1	-0.0118554738955117
1	-0.0417591415205256
1	-0.0302074142973983
1	-0.0777717155415523
1	-0.0067868454465716
1	-0.0106405780640355
1	-0.0420693393249971
1	-0.0822451062128309
1	-0.119234268883174
1	-0.133727450026009
1	-0.159511579123975
1	-0.169974629647613
1	-0.127245690487543
1	-0.151643212621939
1	-0.184024972962851
1	-0.201983336886855
1	-0.127052010952
1	-0.0907972627100053
1	-0.0967567695124195
1	-0.122302251473714
1	-0.0607155879748348
1	-0.08577848380459
1	-0.0576193642393742
1	-0.0736717802503407
1	-0.0997917451928459
1	-0.0976547953504564
1	-0.11485732131625
1	-0.0794508710023548
1	-0.0884529399032244
1	-0.0976759921490993
1	-0.00931551346281012
1	-0.0309569523364756
1	-0.0439200763397169
1	-0.0675627634783614
1	-0.0896395499493458
1	-0.0950733175200858
1	-0.119581104304338
1	-0.0845255601210843
1	-0.0917219623681746
1	-0.108753242256351
1	-0.0379517902020157
1	-0.0324778262878568
1	-0.0536715426778052
1	-0.0608226654690851
1	-0.0826944949000001
1	-0.0825645564800272
1	-0.0466479711226751
1	0.00210018452966061
1	-0.0223526759862928
1	-0.041982933559156
1	-0.0413476091561453
1	-0.0639790710439242
1	-0.0887807386009553
1	-0.0457144308747376
1	-0.0182124664017228
1	-0.0437790063419576
1	-0.0691612429445554
1	-0.0772948947996875
1	-0.0639072816027619
1	-0.0120456057868701
1	-0.0333792202502786
1	-0.0577161430039564
1	-0.0798934328224453
1	-0.0959727931522483
1	-0.108991975434662
1	-0.0699948722718946
1	-0.056609087368397
1	-0.0432814693580532
1	-0.0611181510966349
1	-0.0124282984945016
1	-3.04565409089408e-05
1	-0.0223466380122503
1	-0.00162918497672882
1	0.100932347341343
1	0.0872706562180693
1	0.0930239858480185
1	0.0663273410692917
1	0.0790846992978482
1	0.12414668743194
1	0.18971729973556
1	0.166698250649789
1	0.179090186373744
1	0.158501137150969
1	0.220299541235467
1	0.703262982734602
1	0.669436621254959
1	0.6895742664426
1	0.609789082261239
1	0.515079156189973
1	0.440557968824645
1	0.414494287191638
1	0.307950044246873
1	0.285490187314271
