group	y
1	-2.61804602409254
1	-2.44385774047663
1	-2.39486002499437
1	-1.92878912192965
1	-1.68492017327728
1	-1.48844389104682
1	-1.48539617991793
1	-1.39855532835217
1	-1.33149239997633
1	-1.29392827357685
1	-1.25349459868026
1	-1.21438243722599
1	-1.17039262434416
1	-1.10198624116492
1	-1.09941501918092
1	-1.03751663263604
1	-1.01607550028687
1	-0.973259056167225
1	-0.971392457482621
1	-0.947020586730197
1	-0.926637575506017
1	-0.837658538121657
1	-0.827200700837816
1	-0.82457010254821
1	-0.823690362514076
1	-0.803988673422418
1	-0.796934682282425
1	-0.754033536543343
1	-0.638881930290301
1	-0.602296259309144
1	-0.602284587925851
1	-0.599930705397576
1	-0.551782617082327
1	-0.502961774931847
1	-0.491515207746877
1	-0.4850066524442
1	-0.479534867181896
1	-0.461954577916793
1	-0.407807008274702
1	-0.394432348238862
1	-0.381406909271378
1	-0.259277542615363
1	-0.222170154196533
1	-0.221847073936981
1	-0.202515342264725
1	-0.178418195109861
1	-0.129107508148844
1	-0.0962800575605345
1	-0.0800452087853731
1	-0.0741207330096798
1	-0.0665437632093839
1	-0.0596950692064959
1	-0.0279217867481935
1	-0.0195263460837836
1	0.0386837713926043
1	0.0771917022259067
1	0.0867371535805039
1	0.0916671567997696
1	0.124094839861073
1	0.128079710548587
1	0.143670976702823
1	0.170546464220667
1	0.188869109052605
1	0.246453295107586
1	0.311656277355361
1	0.365370199998336
1	0.444444322327806
1	0.513595683432519
1	0.525314007375559
1	0.533263001279274
1	0.541063018196555
1	0.549106639701504
1	0.57237513194415
1	0.681059674782127
1	0.70955825469573
1	0.718795641292891
1	0.719118194619255
1	0.787895160523123
1	0.797932250756203
1	0.815408353257702
1	0.819046378256676
1	0.838214566189021
1	0.890507805491638
1	0.935247383136132
1	0.962870362552424
1	1.02363816801281
1	1.10055629584881
1	1.18908758835552
1	1.18924798131828
1	1.231845289732
1	1.23567496959979
1	1.25948661179934
1	1.42096085799161
1	1.45060876612427
1	1.51016674154176
1	1.52951689120498
1	1.59602543194098
1	2.01158578967806
1	2.05728369985151
1	2.29465825850715
