group	y
1	-2.42988067251115
1	-2.42797370995882
1	-2.18980917487403
1	-2.1329179344463
1	-2.02251977219747
1	-1.83184901351771
1	-1.65357546614648
1	-1.63264961625291
1	-1.62253834012802
1	-1.61312915574097
1	-1.47690981302073
1	-1.40458976481618
1	-1.36553956640524
1	-1.33411764776861
1	-1.32063917335026
1	-1.30379423270979
1	-1.17176359943771
1	-0.907622087912097
1	-0.883310771318462
1	-0.837105234296302
1	-0.775157770851509
1	-0.749105637416039
1	-0.748761646665192
1	-0.738357445758922
1	-0.736400489379546
1	-0.714418985172829
1	-0.694971594834714
1	-0.640525314131231
1	-0.627365956924184
1	-0.581762953398202
1	-0.574408772223323
1	-0.472627502422465
1	-0.454685555577368
1	-0.446729345052682
1	-0.390874782474331
1	-0.376126589747127
1	-0.346890884284201
1	-0.266475823895061
1	-0.232011957059107
1	-0.224659351788146
1	-0.223365145696298
1	-0.178080118436893
1	-0.135157590930348
1	-0.132327785051881
1	-0.122560626447375
1	-0.114100599327674
1	-0.113958858999298
1	-0.100192607788636
1	-0.092962085023748
1	-0.0860707324535189
1	-0.0704274811359867
1	-0.0551681503459401
1	-0.0495256938434538
1	-0.0254722179209988
1	-0.0160778678538177
1	0.0225598675334932
1	0.0515238125352396
1	0.105937161925274
1	0.109207163477544
1	0.14139134685168
1	0.199251919612581
1	0.228181606829711
1	0.245713332088109
1	0.290433348159067
1	0.308299926829597
1	0.396829329884725
1	0.410695883940059
1	0.427892517086193
1	0.446222235667692
1	0.511139092189725
1	0.600169469401305
1	0.647185814663537
1	0.663223068581972
1	0.687006166808365
1	0.702061998975102
1	0.717134365632956
1	0.71748255574154
1	0.75410479816319
1	0.760060847485706
1	0.776584537569481
1	0.855190970106914
1	0.923438510803911
1	1.05905497807605
1	1.06911275932534
1	1.15698003542924
1	1.16772402635259
1	1.21756978398376
1	1.27035453737285
1	1.29683319578503
1	1.3405773256748
1	1.38535325921297
1	1.45423172269893
1	1.4998064030903
1	1.50493216814738
1	1.55309984771205
1	1.58146032169396
1	1.64842382136271
1	1.69061986061771
1	2.06068761751814
1	2.58539637352218
