x	y
1	0.987622105884302
2	0.0537485438141832
3	0.116737817959333
4	0.428297245664553
5	0.444957076695251
6	0.0373175588725252
7	0.271915927670635
8	0.456360112436854
9	0.300751508949967
10	0.591069856683404
11	0.472956187313243
12	0.620063051143858
13	0.272997496324282
14	0.720752117714579
15	0.821567781078694
16	0.728743588986809
17	0.0887561685441895
18	0.572336700942474
19	0.882859296090894
20	0.551860511570841
21	0.559422256226816
22	0.0164353755894101
23	0.294196140091383
24	0.00108740008967058
25	0.0535870352230231
26	0.979528426377776
27	0.953543756550062
28	0.482189931770863
29	0.645991975489702
30	0.899841064527623
31	0.699674637079775
32	0.119329080457043
33	0.665618557883316
34	0.947119913843455
35	0.57580625761192
36	0.879754513860284
37	0.725375256381819
38	0.334848726268876
39	0.294156301024884
40	0.140820950715573
41	0.425620031267219
42	0.165411895586866
43	0.677130067283514
44	0.944433289437383
45	0.0201798280485655
46	0.287062296803715
47	0.569233483265439
48	0.755948622799587
49	0.692026921600466
50	0.931849055255437
