x	y	key	showSelected1
1	0.987622105884302	1	1
2	0.0537485438141832	2	2
3	0.116737817959333	3	3
4	0.428297245664553	4	4
5	0.444957076695251	5	5
6	0.0373175588725252	6	6
7	0.271915927670635	7	7
8	0.456360112436854	8	8
9	0.300751508949967	9	9
10	0.591069856683404	10	10
11	0.472956187313243	11	11
12	0.620063051143858	12	12
13	0.272997496324282	13	13
14	0.720752117714579	14	14
15	0.821567781078694	15	15
16	0.728743588986809	16	16
17	0.0887561685441895	17	17
18	0.572336700942474	18	18
19	0.882859296090894	19	19
20	0.551860511570841	20	20
21	0.559422256226816	21	21
22	0.0164353755894101	22	22
23	0.294196140091383	23	23
24	0.00108740008967058	24	24
25	0.0535870352230231	25	25
26	0.979528426377776	26	26
27	0.953543756550062	27	27
28	0.482189931770863	28	28
29	0.645991975489702	29	29
30	0.899841064527623	30	30
31	0.699674637079775	31	31
32	0.119329080457043	32	32
33	0.665618557883316	33	33
34	0.947119913843455	34	34
35	0.57580625761192	35	35
36	0.879754513860284	36	36
37	0.725375256381819	37	37
38	0.334848726268876	38	38
39	0.294156301024884	39	39
40	0.140820950715573	40	40
41	0.425620031267219	41	41
42	0.165411895586866	42	42
43	0.677130067283514	43	43
44	0.944433289437383	44	44
45	0.0201798280485655	45	45
46	0.287062296803715	46	46
47	0.569233483265439	47	47
48	0.755948622799587	48	48
49	0.692026921600466	49	49
50	0.931849055255437	50	50
