group	y
1	-2.49583641731167
1	-1.99889265684803
1	-1.80965020341038
1	-1.7107858033122
1	-1.68193057318907
1	-1.63764554215991
1	-1.4533163643196
1	-1.45138694483397
1	-1.41396295051925
1	-1.34078652646553
1	-1.331337154012
1	-1.20714570347743
1	-1.16098995844004
1	-1.14513189552459
1	-1.14036672389761
1	-1.1344563021002
1	-1.10784132708532
1	-1.09410087019746
1	-1.06644799364953
1	-0.986863054729454
1	-0.975536842960497
1	-0.973216625621073
1	-0.957398363247324
1	-0.849531062880063
1	-0.781106086643039
1	-0.755594462248607
1	-0.750308265911284
1	-0.658475714017313
1	-0.653829982143573
1	-0.596455394517825
1	-0.583745237218936
1	-0.581518594777576
1	-0.551416985520336
1	-0.541005329157528
1	-0.478305936644692
1	-0.460309029288299
1	-0.442801523619572
1	-0.327954877427185
1	-0.32333184856328
1	-0.310230689543812
1	-0.307988794620669
1	-0.30434111795109
1	-0.284191743792878
1	-0.283239590537479
1	-0.222829768082489
1	-0.20476050301274
1	-0.196598080152223
1	-0.10065856814523
1	-0.0700861139491127
1	-0.0662050121858745
1	-0.0482891959610158
1	-0.0450862072387442
1	-0.0198577785368134
1	0.0411968667731968
1	0.115138725174226
1	0.115951531975112
1	0.121675552673985
1	0.147770817116647
1	0.15072249695782
1	0.151645292541353
1	0.220596182329357
1	0.274162429825081
1	0.274860357622418
1	0.275964288525917
1	0.294561194585387
1	0.334947784039575
1	0.414102402054408
1	0.420382969919601
1	0.424010706580774
1	0.430180024146149
1	0.442863237126202
1	0.459059522904321
1	0.527765253770584
1	0.571396927069173
1	0.615556223378135
1	0.629190672836399
1	0.710050753433561
1	0.75538456981956
1	0.766845014645972
1	0.822264445361829
1	0.960549711583255
1	0.983744020219985
1	1.0276132769215
1	1.0404412181286
1	1.09430673251488
1	1.18226830511672
1	1.29277985593516
1	1.3170476310258
1	1.3794490444046
1	1.41206657562142
1	1.5308786534036
1	2.07546679173333
1	2.10896809219341
1	2.20367615406188
1	2.20798222218406
1	2.21047686646211
1	2.25246864177724
1	2.37445827173169
1	2.47804042183143
1	2.86131949086317
