x	y
1	0.995597859027186
2	0.974978552409691
3	0.979276561268795
4	0.986860250820023
5	0.987108415201709
6	0.972947264032777
7	0.984076152013384
8	0.987274725803592
9	0.98467329294333
10	0.989082500219226
11	0.987512074417669
12	0.989447093404963
13	0.984099509472026
14	0.99069604835743
15	0.992004722588543
16	0.990795915021799
17	0.977756755751115
18	0.98884384195666
19	0.992914708390735
20	0.98857943602857
21	0.988677554616081
22	0.96831024573746
23	0.984541967289028
24	0.951771884867669
25	0.974961850136802
26	0.995180176963972
27	0.994321057429497
28	0.987641897849289
29	0.989769703627515
30	0.993200222524367
31	0.990434021784111
32	0.97939863367168
33	0.990012684369439
34	0.994158302799243
35	0.988888259315118
36	0.992864573350971
37	0.990753779298474
38	0.985320272220551
39	0.98454116165476
40	0.98032184989631
41	0.986819760013712
42	0.98122463821877
43	0.990155015799855
44	0.994093620282197
45	0.969482391294493
46	0.984396205848497
47	0.988804025151707
48	0.991139163736718
49	0.990339287463636
50	0.99381176191082
