group	y
1	-2.6999298085637
1	-2.11320011492914
1	-2.00092923773151
1	-1.85155566306746
1	-1.66262940218559
1	-1.62561673921129
1	-1.38063704952533
1	-1.37686159824052
1	-1.28360220409223
1	-1.2426702705746
1	-1.20158243010894
1	-1.20122205073999
1	-1.19849585655778
1	-1.15085556562711
1	-1.09615624155886
1	-1.06813120068717
1	-1.05405578207719
1	-1.03387372296475
1	-1.01759611982611
1	-0.971385229151864
1	-0.942371707863923
1	-0.818380324399669
1	-0.812384723790597
1	-0.738440754213064
1	-0.729217276509575
1	-0.705821394760121
1	-0.687596841243412
1	-0.658503425821771
1	-0.645743723142491
1	-0.569306343605481
1	-0.521796093356269
1	-0.477335506030052
1	-0.466116096375502
1	-0.396549736050212
1	-0.390965408130861
1	-0.383283959886278
1	-0.351512873529092
1	-0.271763715111397
1	-0.26935139515318
1	-0.234365277305922
1	-0.217030210092104
1	-0.190816474104282
1	-0.185377967676503
1	-0.174018234426995
1	-0.166261491486608
1	-0.13208803695591
1	-0.12370597157743
1	-0.0841081005055806
1	-0.0539967368261657
1	-0.0267174641382579
1	-0.0227647012984126
1	0.0374151861179654
1	0.0437220075778579
1	0.0458035797250989
1	0.0465639394508634
1	0.0490504509375971
1	0.0609666388011166
1	0.0973404852028189
1	0.107774744885547
1	0.157412540175875
1	0.190018998559748
1	0.24422585110345
1	0.273695272430415
1	0.33377719743357
1	0.348012303661307
1	0.383846665027094
1	0.385667890443402
1	0.428365903266692
1	0.431565372868771
1	0.446041052961866
1	0.470393399873943
1	0.495619641604594
1	0.51566772864803
1	0.573751697483578
1	0.635513817289526
1	0.703607778798261
1	0.813195037411605
1	0.824073963681881
1	0.862563383626431
1	0.872755411671399
1	0.947951995875196
1	0.969545013970117
1	0.998068908554848
1	1.01687282979954
1	1.06477321433828
1	1.17132512735879
1	1.20445893700982
1	1.2488636888101
1	1.25023660407872
1	1.25848166459556
1	1.29770589960467
1	1.30997822575155
1	1.34870701199171
1	1.38157545638553
1	1.4767874235521
1	2.03697216698315
1	2.04996069363639
1	2.0595392422993
1	2.21205548033514
1	2.45959354887042
